cpg,beta,se,p,i2,p_het,dmr
cg07820189,-0.0526182767677653,0.010888999658252,6.01319176825847e-06,,,No
cg07824422,-0.0257453630492793,0.00503488477885101,1.96215095790668e-06,,,No
cg07858728,-0.0665368627131235,0.0122993638585871,5.84116440499443e-07,,,No
cg07869830,0.0383487250000647,0.00813290182155134,9.49478376235202e-06,,,No
cg07945335,0.0402261355211292,0.00833969340958123,6.2242846551659e-06,,,No
cg07971188,-0.0371279671887997,0.00897321207520033,8.29293548945742e-05,,,No
cg08012287,0.0451149932504361,0.00788059085904358,1.56154947322065e-07,,,No
cg08066376,-0.0882963548886421,0.020494405667457,4.44214969325938e-05,,,No
cg08112737,0.0296674246218427,0.00665143150357393,2.51817158494649e-05,,,No
cg08221741,0.0231745874640525,0.00549133876821738,6.14220359949273e-05,,,No
cg08231696,0.0590016577733019,0.0141736120026103,7.71587565373047e-05,,,No
cg08270434,-0.00517531700170884,0.00111999718173004,1.36711373361368e-05,,,No
cg08312412,0.0303501755036211,0.00671301623519475,2.00084049707017e-05,,,No
cg08327744,-0.0552193516793046,0.0119088534746283,1.28555909226588e-05,,,No
cg08334034,0.108335017561139,0.0254192682662855,5.27098722731222e-05,,,No
cg08356637,0.0431949451131403,0.0103842801678109,7.65780650521664e-05,,,No
cg08369079,-0.0355201793500646,0.00716075664624208,3.62280693751376e-06,,,No
cg08370173,0.0672069907836751,0.0119363424958377,2.32569627119409e-07,,,No
cg08384239,-0.0596937503598908,0.0131741594130521,1.92603281288213e-05,,,No
cg08420135,0.0748961674151904,0.0165933685585061,2.05840020599847e-05,,,No
cg08438690,-0.0559063671082778,0.0120865129252668,1.34272288770126e-05,,,No
cg08449748,0.0475534032876529,0.0113973451890412,7.31344818064278e-05,,,No
cg08468772,0.0494154358635577,0.00740950128881642,2.56251914414651e-09,,,No
cg08470180,-0.0692868542495667,0.0145092655424128,7.51417719821647e-06,,,No
cg08520423,-0.00433552328014467,0.000973407483056767,2.81501637256567e-05,,,No
cg08604416,0.0468645094785898,0.0102043557103099,1.52341123236908e-05,,,No
cg08635097,-0.039130986038188,0.00872254782574643,2.28376412289303e-05,,,No
cg08702344,-0.0533184903078521,0.0112727714088653,8.97174482557903e-06,,,No
cg08719380,0.0440711478321183,0.0103996503553379,5.76008448908421e-05,,,No
cg08812802,0.0488943684189292,0.0113027055542742,4.16210707297673e-05,,,No
cg08813888,-0.0572574324282874,0.010883763816633,1.07805063641712e-06,,,No
cg08818632,0.0420419735730934,0.00978691216150631,4.6535759861156e-05,,,No
cg08871545,-0.0904540010888052,0.0152447986789613,6.41636875629522e-08,,,No
cg08881614,-0.0288293406718468,0.00660683592730292,3.61851059506229e-05,,,No
cg08943494,-0.0424831884056165,0.00900036230671829,9.31565257996331e-06,,,No
cg08959039,0.0808259408230651,0.0194428966210196,7.72905474605474e-05,,,No
cg08961287,0.0388815979067059,0.00950545221089179,9.83050774693413e-05,,,No
cg08994060,-0.0998144642298933,0.020187239794926,3.86016043201104e-06,,,No
cg09022808,0.0584669909558211,0.0117537808357573,3.42749550054864e-06,,,No
cg09065113,0.0480129948246558,0.0116637743249304,8.95344860552128e-05,,,No
cg09120934,0.0497101974201767,0.00996858477715369,3.26254334084094e-06,,,No
cg09137533,-0.0963287841434723,0.0193684924039693,3.43891464124847e-06,,,No
cg09183151,0.0362377329597,0.0083853711240064,4.22987121141902e-05,,,No
cg09214412,0.0884154317279265,0.0196712749586448,2.21183809032691e-05,,,No
cg09227119,0.0398284558123241,0.00956901375685337,7.58634748216475e-05,,,No
cg09233395,-0.060656989258695,0.0125135351734266,5.66729459956835e-06,,,No
cg09274826,-0.0167058995556453,0.00355089851981724,9.89175236426291e-06,,,No
cg09307264,0.0269992163411774,0.00601550539076183,2.26584504364479e-05,,,No
cg09361691,-0.0172005661374406,0.00388994039040918,2.94396640703915e-05,,,No
cg09390001,0.0380010214568381,0.00873251324075151,3.78227349884248e-05,,,No
cg09411730,-0.0540999091417206,0.012419386764395,3.72065854209371e-05,,,No
cg09427311,-0.051646818623036,0.00988985131328907,1.26205838057758e-06,,,No
cg09453760,-0.0795809585167045,0.0137214052228135,1.13601723917854e-07,,,No
cg09477019,0.0514267325088852,0.0120419949873718,5.10513292591598e-05,,,No
cg09478591,-0.0210652041788421,0.005022203222359,6.74858040151546e-05,,,No
cg09517873,0.0521783004025306,0.0119994009421417,3.82843009425655e-05,,,No
cg09565002,0.0429652646424252,0.0104144995429474,8.66417757565336e-05,,,No
cg09587957,0.0241452169512603,0.00576726711913476,6.94352308733865e-05,,,No
cg09598552,0.0496809321921878,0.00890051668571222,2.85288366758177e-07,,,No
cg09612473,0.0266178652663395,0.0062038580040243,4.74377238913201e-05,,,No
cg09686672,0.059326817114817,0.0130241340357616,1.75773594621453e-05,,,No
cg09690072,-0.030127763205225,0.00670111818545575,2.20111413070737e-05,,,No
cg09703123,0.0243412850975579,0.00576604394510484,6.11350361533276e-05,,,No
cg09706245,-0.0289905104277951,0.0063760386719268,1.81458628062926e-05,,,No
cg09809672,-0.0348324257290131,0.00766861548697644,1.84653895369921e-05,,,No
cg09823288,-0.0609386490291752,0.0149110107833148,9.95950299145649e-05,,,No
cg09868299,0.0359926314306646,0.00599377977639956,4.71652899109459e-08,,,No
cg09956907,-0.0356130670987116,0.00859593327703974,8.20874239662248e-05,,,No
cg10053507,0.0483722547198399,0.00962847727394285,2.81201254121872e-06,,,No
cg10057879,0.0515573028727391,0.00883263186121319,9.68791284399406e-08,,,No
cg10099827,0.0699216009151301,0.0159041073775171,3.20050849475309e-05,,,No
cg10147507,0.0313348822461688,0.0074375343043014,6.30444061479071e-05,,,No
cg10179004,0.0533746195161965,0.011907909704851,2.3177247705741e-05,,,No
cg10190813,-0.0475942975872684,0.0106631787968868,2.48874139817311e-05,,,No
cg10238080,0.0314409797473994,0.00734451983323731,4.91579370596647e-05,,,No
cg10239319,-0.0560920676945319,0.0111418404909912,2.69632908451498e-06,,,No
cg10385101,-0.053266269631617,0.0116801317870752,1.7227547546842e-05,,,No
cg10422709,0.0764694082179019,0.0139189989606267,4.11948570840088e-07,,,No
cg10454258,-0.0558051125155484,0.0123556995555006,2.03566174463528e-05,,,No
cg10498429,-0.023541226944571,0.00548451496041027,4.71281941497994e-05,,,No
cg10533103,0.0780569029841409,0.0144092415608067,5.66586358438453e-07,,,No
cg10535320,-0.023134432014506,0.00527274092816954,3.30872840982821e-05,,,No
cg10536276,-0.0742136475525156,0.0139389661146232,8.31406782002614e-07,,,No
cg10549018,-0.0443248395925721,0.00833462122551511,8.52254185084839e-07,,,No
cg10554436,0.0442675915208858,0.00733853072624181,4.32565009002256e-08,,,No
cg10584024,-0.0937517846976908,0.0191733616416813,4.79517942559434e-06,,,No
cg10623219,0.0636982486514657,0.0154757580160248,8.96695860032796e-05,,,No
cg10678215,-0.0534014726151924,0.0125315046355071,5.28160904853016e-05,,,No
cg10692693,-0.0290631162261891,0.00707518929843187,9.58579347091328e-05,,,No
cg10695490,0.0454877474774625,0.00870842140163953,1.25581547963081e-06,,,No
cg10723746,-0.0452242566331488,0.00968456711937904,1.13248625242286e-05,,,No
cg10738368,0.0237521537086015,0.00548612306630524,4.10695303830549e-05,,,No
cg10754935,-0.0258462419206776,0.00599735706162674,4.42099660134363e-05,,,No
cg10783149,0.0675713310038988,0.0163082538047608,8.1226029889491e-05,,,No
cg10785977,0.0218499522474377,0.00510000325912543,4.8541045546973e-05,,,No
cg10891482,-0.0411095068747644,0.00896786027814729,1.57380600350442e-05,,,No
cg10905180,-0.150524594887323,0.0284848128861344,9.78923254912717e-07,,,No
cg10954174,-0.027360203534969,0.00643183682357277,5.54088563511436e-05,,,No
cg10962754,0.0576580328058926,0.0132137476669681,3.61950971386487e-05,,,No
cg10963398,-0.022351084388314,0.00489497359626338,1.68561032443537e-05,,,No
cg10968631,0.0365308501326394,0.00853013734987982,4.88532233169926e-05,,,No
cg10997810,-0.0287800595518611,0.00637353751131698,2.04334752199857e-05,,,No
cg11060441,0.0393467091682374,0.0095084913067344,8.28049873383995e-05,,,No
cg11092416,-0.0162390939485029,0.00361790287434466,2.26355653953289e-05,,,No
cg11118235,-0.0324418278703838,0.00512730235381603,1.16144953174956e-08,,,No
cg11124652,-0.0545279607374201,0.0115756780993434,9.66928739042775e-06,,,No
cg11188223,-0.0622215082870634,0.013848288266644,2.22496691237446e-05,,,No
cg11196848,0.0902905997701834,0.0180732528993002,3.14583669699706e-06,,,No
cg11199014,0.0674869693589874,0.0152567615505419,2.89298598938642e-05,,,No
cg11216632,-0.0326908599445424,0.00733888858056288,2.57416717887977e-05,,,No
cg11229399,-0.0540302697468847,0.00967466405747062,2.81822987709394e-07,,,No
cg11253886,-0.0287788745317484,0.00698697908717522,8.87279560585511e-05,,,No
cg11275487,0.0365365394668376,0.00889499104887716,9.24451939700399e-05,,,No
cg11294761,0.0278636202718121,0.00631318682434076,3.00191225644916e-05,,,No
cg11321035,-0.0361603325490174,0.00596348196837814,3.77853034312565e-08,,,No
cg11340260,-0.0461094531405732,0.00784746564463632,8.21635986254272e-08,,,No
cg11360522,-0.0357240783993557,0.00781934911157127,1.6693013443209e-05,,,No
cg11387897,-0.0129376468343419,0.00277049269164134,1.14776072545246e-05,,,No
cg11405695,0.0517907082482298,0.0103870594238015,3.27043439162769e-06,,,No
cg11453058,-0.0393955932611462,0.00878166066097977,2.28433849961778e-05,,,No
cg11482879,0.0675947572164604,0.0150877684899578,2.33689550087658e-05,,,No
cg11529819,-0.0447222740583788,0.00771403592571958,1.14693579011927e-07,,,No
cg11540997,0.0282628398773047,0.00612624138066284,1.40663743256602e-05,,,No
cg11570656,-0.047299529329574,0.0100586873243515,9.98188217853742e-06,,,No
cg11573518,-0.0665972747798594,0.0100913671665906,3.49449320261195e-09,,,No
cg11585805,0.0377489195776533,0.00912701031774227,8.34371363353581e-05,,,No
cg11614585,0.0285594029120187,0.0047347791783336,4.20098371787726e-08,,,No
cg11617821,0.047877084781538,0.0115554823580359,8.12692045138864e-05,,,No
cg11666770,0.078843436164464,0.0153127197482096,1.69990642589902e-06,,,No
cg11743675,0.121842055136131,0.0271569160647747,2.28025801001144e-05,,,No
cg11748260,0.0444477321442514,0.0108097390518177,9.10303340874967e-05,,,No
cg11756095,-0.064250369553033,0.0110349558856195,1.03145477429359e-07,,,No
cg11789681,0.0422709589092819,0.0081674215948789,1.52569256363714e-06,,,No
cg11789885,0.0455721258774793,0.00770323442474461,6.91536878727636e-08,,,No
cg11793449,-0.020120741128957,0.00462772435808193,3.83611476897582e-05,,,No
cg11793783,0.0469061433943904,0.00975288256058174,6.57537034241052e-06,,,No
cg11816043,-0.0498755744377803,0.0120186674434384,7.93484210263341e-05,,,No
cg11828203,0.029388683534003,0.00656994329485745,2.39860508033541e-05,,,No
cg11873462,-0.0373587733859035,0.00818836333649074,1.70962442648449e-05,,,No
cg11945297,0.0507111877106109,0.0103960177231603,5.02284584510637e-06,,,No
cg11989942,0.0324442167116773,0.00627775673769243,1.5724158585644e-06,,,No
cg12036303,-0.032264453352177,0.00772371060973862,7.18168096958167e-05,,,No
cg12048331,-0.0508152324590496,0.0117456048564087,4.15564053680684e-05,,,No
cg12062220,0.0177158687677266,0.0042336596707223,6.99597186812341e-05,,,No
cg12063580,-0.0464790153987499,0.00916290829581403,2.31343128216272e-06,,,No
cg12076915,0.0529876402236985,0.0101977707180291,1.40409952635842e-06,,,No
cg12093519,0.0239542122870566,0.00510305445983441,1.04510534546948e-05,,,No
cg12105190,-0.0264252834705871,0.00628691879977443,6.53543660186872e-05,,,No
cg12113316,-0.0784859889533917,0.0132037626486015,6.12619150185161e-08,,,No
cg12131208,0.091272817133676,0.0173397802356436,1.0650380053491e-06,,,No
cg12155547,-0.110945675577474,0.0140576061254605,9.96373969273952e-12,,,No
cg12192749,-0.0693120043058688,0.0102110794190912,1.50855850301893e-09,,,No
cg12294118,0.0420527550811625,0.0100240188847629,6.72932280743398e-05,,,No
cg12327405,-0.0328741823331715,0.00795201146445863,8.40076998458332e-05,,,No
cg12342675,-0.0850552554430441,0.0175463160870548,5.66371845770427e-06,,,No
cg12349832,0.0446010198934663,0.00882025667758347,2.46566563543807e-06,,,No
cg12350592,0.0407360527477703,0.00965543172955912,6.16987373145293e-05,,,No
cg12374579,0.0655599677967288,0.0118460001552916,3.47958152523055e-07,,,No
cg12499872,0.0592275677594754,0.0144489166061935,9.5296084941949e-05,,,No
cg12513481,-0.0412478776159015,0.00801324748901772,1.70973811363722e-06,,,No
cg12526614,-0.0276609093050986,0.00651693323765873,5.6200053022671e-05,,,No
cg12593793,0.0345200430441897,0.00800447516388321,4.37239219944491e-05,,,No
cg12595667,-0.0232170347530488,0.00562134763494767,8.52049886471988e-05,,,No
cg12613020,0.0509258679770806,0.0101722281893339,3.01602411894098e-06,,,No
cg12635937,0.0351474030148392,0.00695446336654295,2.49277140466903e-06,,,No
cg12646820,0.081487221058342,0.0161091822716423,2.44815037490941e-06,,,No
cg12663553,-0.0219944509090209,0.0049764136190585,2.93314429986285e-05,,,No
cg12664119,0.0267149399821316,0.0059027650224278,1.96513553343278e-05,,,No
cg12696328,0.0445295571536628,0.0101656806817445,3.39854531117919e-05,,,No
cg12697139,-0.130979162042182,0.0169735833243252,2.23222368992313e-11,,,No
cg12700271,-0.0216680605099856,0.00450250454293701,6.49896899330592e-06,,,No
cg12713583,-0.0864310672950866,0.0130241712923225,2.9677257829254e-09,,,No
cg12723994,-0.0126418503679089,0.00309195525372283,9.98280444914661e-05,,,No
cg12748639,0.0526587000010164,0.0119798147691574,3.21046337607174e-05,,,No
cg12762816,0.0191380478762945,0.0042670019117893,2.29293572186119e-05,,,No
cg12800962,0.0372382126315105,0.00861573477801751,4.22086984902586e-05,,,No
cg12828729,0.0454042573539751,0.00864807523709351,1.12575972712101e-06,,,No
cg12860635,0.0644831183639586,0.0142693241071074,2.01678429707878e-05,,,No
cg12893736,0.0304502983409921,0.00705851671144734,4.35000587993524e-05,,,No
cg12899065,0.161663902376937,0.026745702904418,3.97770862768983e-08,,,No
cg12899423,0.0327218479519388,0.00776494985125736,6.28211598866772e-05,,,No
cg12913778,-0.0589034217650959,0.0121775867231597,5.90097268149288e-06,,,No
cg12914251,-0.00575518648524418,0.00130033062921052,2.89875088378534e-05,,,No
cg12919119,-0.03218956549248,0.00573404643108968,2.4947646880569e-07,,,No
cg12926720,-0.0224960345676429,0.00495313857599553,1.84957447794924e-05,,,No
cg12929160,-0.072444041019342,0.0165030156182446,3.28173464122252e-05,,,No
cg12930882,0.0635587327019794,0.0133524018499788,7.97507208443894e-06,,,No
cg12940522,-0.0351738277567756,0.00679277206381866,1.50986957888727e-06,,,No
cg12970171,-0.0508558349230177,0.00674370517636332,4.98467929528612e-11,,,No
cg13008538,-0.0235077010316812,0.00415529828584066,2.07720949197766e-07,,,No
cg13019568,0.0616120998103078,0.0136308901529089,2.00889933430765e-05,,,No
cg13027206,-0.0343239680372971,0.0050873801016101,1.81224525428698e-09,,,No
cg13038847,0.120750980185523,0.0272125009769553,2.74561243732319e-05,,,No
cg13067635,-0.0285024546926159,0.00510280313345609,2.80727654176993e-07,,,No
cg13089335,-0.0441981832397144,0.0101500859158929,3.74317469710686e-05,,,No
cg13092575,0.0421457590749746,0.0086691502400973,5.3576762687845e-06,,,No
cg13100137,-0.0592865088718181,0.00939952850867869,1.26718272179117e-08,,,No
cg13105904,-0.0769808738609843,0.0172843127459971,2.58067192721679e-05,,,No
cg13123009,0.030359867062427,0.00617519715635624,4.31391163293482e-06,,,No
cg13129046,-0.0293528707708422,0.00532496846059511,3.8150084132952e-07,,,No
cg13138089,0.0169970219666004,0.00393096245709556,7.12700069185801e-05,,,No
cg13167816,-0.0327540965535952,0.00783985526387669,7.1668119497844e-05,,,No
cg13189271,-0.0316135917780866,0.00720614221623073,3.31515273738492e-05,,,No
cg13228442,-0.0303271071324566,0.00467411010520447,5.71633383735349e-09,,,No
cg13251842,0.0949307081921575,0.0160238974149897,6.67220134530686e-08,,,No
cg13264840,-0.0605786955116718,0.0147944198856633,9.68163556506078e-05,,,No
cg13280041,0.06619778367835,0.0132264560060491,3.03307412066282e-06,,,No
cg13283635,-0.0337175376214887,0.00772737826570514,3.62088258126635e-05,,,No
cg13285174,-0.0890011910022896,0.0206211256303729,4.31727340632455e-05,,,No
cg13303654,-0.0453384892057165,0.00988192604082356,1.55033260034728e-05,,,No
cg13336690,-0.0330728145349276,0.00800906999441958,8.62134803192908e-05,,,No
cg13357602,-0.0554041882199664,0.00985908201451688,2.43418971225319e-07,,,No
cg13359765,0.0432249085404059,0.00969658506208688,2.54259678313431e-05,,,No
cg13392029,0.0312669945638991,0.00740280655253423,6.12484275520259e-05,,,No
cg13411554,-0.093229141873661,0.0221657252254624,6.46929489072963e-05,,,No
cg13433366,-0.0232056493005485,0.00534327368206407,3.90667968621666e-05,,,No
cg13487983,-0.0216786025656807,0.00478554557730046,1.93415463496949e-05,,,No
cg13492133,0.0467478128869189,0.00918483268886882,2.159085434536e-06,,,No
cg13536265,0.0285634611407717,0.00643905861357964,2.75974980736786e-05,,,No
cg13537156,0.0611645171929404,0.0107931243241287,1.99392126825156e-07,,,No
cg13544075,-0.0526325029723119,0.0085072484824302,2.14587476486271e-08,,,No
cg13555772,-0.0279239517868782,0.00541182725606699,1.62637394676189e-06,,,No
cg13561409,-0.0553805718159539,0.0131463610638761,6.31499516462808e-05,,,No
cg13562284,-0.0347376117993806,0.0070444605773897,4.06846845774338e-06,,,No
cg13584882,-0.0571760422042708,0.0116641967853914,4.57023744612128e-06,,,No
cg13589431,-0.0370566743246064,0.00845052248152629,3.33876517533739e-05,,,No
cg13595308,0.0306414398859788,0.00745033871301645,9.07241352297206e-05,,,No
cg13626632,-0.0857504786441717,0.0153558509722816,2.82409826722596e-07,,,No
cg13633560,0.0536880457323222,0.0127819893263875,6.60561378976174e-05,,,No
cg13712023,0.0364004761489291,0.00741295894577892,4.41829563050111e-06,,,No
cg13718185,-0.0433240817145017,0.0104116434687713,7.61705809796859e-05,,,No
cg13725599,-0.0271918824547611,0.00534330284993021,2.33310621732924e-06,,,No
cg13740339,-0.0481138980927113,0.00929574850098654,1.52355005035239e-06,,,No
cg13752545,-0.0610717686184769,0.0123653805802064,3.94544090748631e-06,,,No
cg13752749,0.0233634410441413,0.00542742978677975,4.50198176783078e-05,,,No
cg13758780,0.0316909184349862,0.00747106673448543,5.67484124583657e-05,,,No
cg13804575,-0.0741261139614552,0.0168674723767573,3.22249069363902e-05,,,No
cg13809236,0.0360493354192669,0.0084732006725941,5.41655459046841e-05,,,No
cg13896748,-0.0518605270071736,0.0116759723460403,2.70147351188495e-05,,,No
cg13903421,0.0299750993103882,0.00598598867997364,3.00182784493191e-06,,,No
cg13916835,0.0319874512427333,0.00759310834929141,6.3131695085578e-05,,,No
cg13928759,0.0906062140335379,0.0143032606003807,1.12443674942023e-08,,,No
cg13953753,0.0463556020915219,0.0101459705489626,1.66808166185297e-05,,,No
cg13987781,-0.00334067535397769,0.00080273108413318,7.60274376912506e-05,,,No
cg14011845,0.0372669573835053,0.00833736559563736,2.42894351771817e-05,,,No
cg14043816,-0.0583253793022848,0.0132655021990007,3.19665563508472e-05,,,No
cg14058476,0.0679629504873364,0.0143983365868688,9.31455524983677e-06,,,No
cg14071650,0.0551010764209678,0.0118572494139269,1.23603561058036e-05,,,No
cg14091208,-0.0378313388795985,0.00842117709517745,2.23068165187019e-05,,,No
cg14096899,0.0554967810441094,0.012764355649869,3.83719899024116e-05,,,No
cg14120215,-0.0448867851531468,0.00820136057715855,4.4919444342656e-07,,,No
cg14147151,-0.0515713332239714,0.0106216263056708,5.49153348472435e-06,,,No
cg14150727,0.0714940992713772,0.013151285174819,5.23382786942137e-07,,,No
cg14154456,-0.0349724031387798,0.00847003940290568,8.55752676242785e-05,,,No
cg14214856,-0.0847579649125366,0.0127248896929261,2.66012194251951e-09,,,No
cg14260083,0.0587207714794449,0.0134340955378537,3.51925977162425e-05,,,No
cg14265704,0.0250960887652844,0.00529703987272083,8.70002018422732e-06,,,No
cg14292619,-0.0775401212006882,0.0139621569112744,3.2106836555936e-07,,,No
cg14330585,-0.0891150593937316,0.0182112503769372,4.72524376730801e-06,,,No
cg14331619,-0.0307283502613587,0.00738889933129455,7.68365796022881e-05,,,No
cg14334161,0.0375477118885884,0.00879041206621477,5.08967753540301e-05,,,No
cg14348967,-0.116739671627689,0.017923261774109,5.1184843405826e-09,,,No
cg14360917,-0.073448681072341,0.0110553191714154,2.86990643593693e-09,,,No
cg14378925,-0.0454347943327019,0.00973949507497121,1.15330585728474e-05,,,No
cg14391148,0.0263575611618783,0.00589439461981496,2.41286677800664e-05,,,No
cg14398883,-0.0851039524153493,0.0135803195938679,1.51410736369359e-08,,,No
cg14434062,-0.0535056925757294,0.00948252868390033,2.2101792632525e-07,,,No
cg14441271,0.0342489698298486,0.00814909935953733,6.54557483914964e-05,,,No
cg14469684,-0.0425442775268602,0.00661411868308173,7.31795096259043e-09,,,No
cg14482313,0.0140355391947825,0.00315356054617855,2.61101574070701e-05,,,No
cg14483391,0.0797973738291501,0.0129942172513293,2.61868541282651e-08,,,No
cg14518658,0.0457896748131003,0.010521728015397,3.77882559026322e-05,,,No
cg14536881,-0.0260561073908548,0.00485134215467921,6.85897414474408e-07,,,No
cg14565465,-0.0678822661027952,0.0107507142119829,1.22988665882246e-08,,,No
cg14605021,0.0288003207402849,0.0068706457286196,6.81336932543187e-05,,,No
cg14613878,0.0440417410210924,0.010014503521419,3.18442930073514e-05,,,No
cg14623715,0.142064131681206,0.019757348108593,2.46166235421972e-10,,,No
cg14634687,-0.0559819447860117,0.0107952686852712,1.46362899952475e-06,,,No
cg14646111,0.0129364803586268,0.00304899128648962,5.65298062260087e-05,,,No
cg14658493,0.0630740483835841,0.0152961015296839,8.7265126186478e-05,,,No
cg14766769,-0.0271620917909878,0.00554486985255475,4.62923651730151e-06,,,No
cg14785527,-0.0449395362664047,0.0105188155737146,5.07357527227013e-05,,,No
cg14794735,0.0573347576699706,0.0128422245798572,2.47820133884705e-05,,,No
cg14823389,-0.105874091517577,0.0208907779379703,2.35600298101509e-06,,,No
cg14830371,-0.0772090456043769,0.0142220546809762,5.39816638180276e-07,,,No
cg14837974,0.0688214478577795,0.012900244515361,7.95591428599444e-07,,,No
cg14851685,0.0386142079761581,0.00818106872774035,9.32352601367834e-06,,,No
cg14858616,0.0446922755845658,0.0101757779779907,3.25388993775295e-05,,,No
cg14867085,0.0689290430145754,0.0144111652613931,7.29210853232747e-06,,,No
cg14919164,-0.0332315111396855,0.00775859868383479,4.92456924180179e-05,,,No
cg14959707,-0.0415080145971228,0.00971014911077081,5.02885909724535e-05,,,No
cg14976447,-0.0277522065057545,0.00604898255685103,1.55097560316474e-05,,,No
cg15030415,-0.0365374592856036,0.00869584356812307,6.57133346389569e-05,,,No
cg15033653,0.0369829553179401,0.00867867327768331,5.28194067928567e-05,,,No
cg15079315,-0.0501503852030434,0.0117805756433147,5.36647974697839e-05,,,No
cg15090036,0.0462733162099907,0.0106931242688469,4.13917421100268e-05,,,No
cg15152945,-0.0212966780814971,0.00483933389851922,3.14947458695996e-05,,,No
cg15165154,-0.0358718287100065,0.00877375402299299,9.89832000934191e-05,,,No
cg15194163,0.0271272001733627,0.00506019650507302,7.14799830358105e-07,,,No
cg15204354,0.0279661384060591,0.00677028490273019,8.50317254388484e-05,,,No
cg15260428,-0.0809691317971784,0.0192582598867174,6.50765201414915e-05,,,No
cg15297650,-0.0381302465433453,0.00852800363928976,2.41697527332321e-05,,,No
cg15329133,-0.0444851237455674,0.00993101594039663,2.34299425979288e-05,,,No
cg15346781,-0.0646672636365024,0.0115318865428641,2.55919423751763e-07,,,No
cg15367892,0.0353526463127827,0.00781019760059337,1.96037972780453e-05,,,No
cg15413523,0.0332450527305437,0.00795668153713606,7.15742478712714e-05,,,No
cg15428620,-0.0299005766737537,0.00704635869759546,5.64187723194807e-05,,,No
cg15442737,-0.121123141928279,0.0216914479274384,2.82776691537993e-07,,,No
cg15444626,-0.0298609169484471,0.00632464258238196,9.27248721990523e-06,,,No
cg15453278,-0.0320986270304749,0.00590913279628099,5.32677460833182e-07,,,No
cg15478483,0.0692576319116206,0.0158622886697211,3.58337367559616e-05,,,No
cg15500841,0.0432086701311357,0.0093890285552028,1.46931296956646e-05,,,No
cg15513620,-0.0314488486479046,0.00568443485806821,3.50738857384441e-07,,,No
cg15527674,0.0433749884790003,0.00769561062239147,2.26888265490911e-07,,,No
cg15540623,-0.0767734857205985,0.0151561960890435,2.37976721172913e-06,,,No
cg15633035,-0.0551892769469851,0.0129716272287673,5.4145134979207e-05,,,No
cg15657704,0.0704363966394755,0.0131713795379433,7.54791577249187e-07,,,No
cg15659420,-0.047631997814155,0.0112565916375002,5.89407471904884e-05,,,No
cg15671996,0.0357573906480511,0.00778368815678354,1.51591007153578e-05,,,No
cg15697019,-0.0348768641458497,0.00809559692685091,4.44523038591824e-05,,,No
cg15705175,-0.0242185698802282,0.00568550757087824,5.31423488765929e-05,,,No
cg15811668,-0.0294611455607437,0.00600823169268514,4.5409973186899e-06,,,No
cg15853169,0.0457603903732164,0.00973123135412348,9.97919701107456e-06,,,No
cg15891218,0.0604689209954234,0.0128255682726919,9.51472366985494e-06,,,No
cg15920975,-0.0918105538607969,0.0155799758121194,7.63526503927999e-08,,,No
cg15972560,-0.0176121340419227,0.00333096146352369,9.66878194423714e-07,,,No
cg15978899,-0.0562850787677263,0.013165137052268,5.01759870847022e-05,,,No
cg16039660,-0.0703019936636969,0.0168737567731972,7.47378885498698e-05,,,No
cg16045423,-0.0853885070374328,0.0205196749804987,7.61206534228373e-05,,,No
cg16053745,0.037779907336753,0.00902525645656834,6.95808484260239e-05,,,No
cg16092017,0.031643668378886,0.00692897019272813,1.68088923155545e-05,,,No
cg16103712,-0.0753738818758395,0.0116503422185804,6.20699761888133e-09,,,No
cg16129526,0.0569692508215051,0.00961942585709243,6.72990457022035e-08,,,No
cg16165575,-0.073471353667163,0.0137615567646447,7.82640562351853e-07,,,No
cg16205352,0.0460514145687987,0.00974678559498389,9.1501636651273e-06,,,No
cg16211438,-0.0326301655026453,0.00784863731174909,7.71961439841455e-05,,,No
cg16234298,-0.0278956077609438,0.00619541398058266,2.14603828433295e-05,,,No
cg16239628,-0.00340595727813654,0.000831496512449587,9.6303154219363e-05,,,No
cg16240781,0.0604444977061637,0.0105846010577306,1.65839666470496e-07,,,No
cg16269196,-0.0737261446699654,0.0159841809722923,1.41183853176783e-05,,,No
cg16277071,0.0515915578249844,0.0123822247127029,7.46751752999892e-05,,,No
cg16348158,-0.0874167078860026,0.0169634928046738,1.67028568007699e-06,,,No
cg16356456,-0.0536985313349471,0.00855045705019908,1.42741212331174e-08,,,No
cg16361890,-0.0238931834615986,0.00584182409263901,9.84574465154247e-05,,,No
cg16371538,-0.0377954681615244,0.00739973540847433,2.00795312574451e-06,,,No
cg16403326,0.021110498668548,0.00460938554931737,1.59927681292391e-05,,,No
cg16411857,-0.0454216669617935,0.0104109221557744,3.62763777498995e-05,,,No
cg16426670,0.0565949433624381,0.0121403661768318,1.16803486129965e-05,,,No
cg16437021,-0.0459555932617511,0.0103313953359504,2.63616354851961e-05,,,No
cg16448636,0.10123680723261,0.020402601232606,3.60037072996252e-06,,,No
cg16455894,-0.0376061664793498,0.00766296072758831,4.46860300739281e-06,,,No
cg16580985,0.117602712263918,0.0258853827889248,1.83949547407912e-05,,,No
cg16588163,-0.0663799867708408,0.0127191946827966,1.27925139654904e-06,,,No
cg16662408,0.0333192992468615,0.00792931697454212,6.56357971262247e-05,,,No
cg16677448,0.0720619095112124,0.0151345438783505,7.93406728604247e-06,,,No
